رتبه 1 تا 10:
شما در رشته محل های زیر بصورت خوشبینانه شانس قبولی دارید :

رشته قبولی	رتبه کشوری	رتبه در سهمیه	نظام آموزشی	شهر	جنسیت
دندانپزشکی - دانشگاه علوم پزشکی خراسان شمالی - بجنورد - روزانه	1508	522	نظام جدید	مشهد	زن
دندانپزشکی - دانشگاه شاهد-تهران - روزانه	1512	523	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی کرج - روزانه	1512	523	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی اصفهان - روزانه	1520	528	نظام جدید	اصفهان	زن
دندانپزشکی - دانشگاه علوم پزشکی یاسوج - روزانه	1525	530	نظام جدید	شیراز	زن
دندانپزشکی - دانشگاه علوم پزشکی شیراز - پردیس خودگردان یا ظرفیت مازاد	1542	535	نظام جدید	شیراز	مرد
دندانپزشکی - دانشگاه علوم پزشکی کرج - روزانه	1547	537	نظام جدید	خنج	مرد
پزشکی - دانشگاه علوم پزشکی گیلان - رشت - روزانه	1561	542	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی شیراز - پردیس خودگردان یا ظرفیت مازاد	1564	544	نظام جدید	شیراز	مرد
پزشکی - دانشگاه علوم پزشکی قزوین - روزانه	1564	544	نظام جدید	تهران	مرد
دندانپزشکی - دانشگاه علوم پزشکی تبریز - روزانه	1580	551	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی شیراز - روزانه	1587	553	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی شیراز - روزانه	1608	559	نظام جدید	شیراز	زن
پزشکی - دانشگاه علوم پزشکی مشهد - روزانه	1632	563	نظام جدید	مشهد	زن
پزشکی - دانشگاه علوم پزشکی کرج - روزانه	1632	563	نظام جدید	تهران	زن
دندانپزشکی - دانشگاه علوم پزشکی کرج - روزانه	1632	563	نظام جدید	اصفهان	مرد
پزشکی - دانشگاه علوم پزشکی کرج - روزانه	1640	566	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی کرج - روزانه	1655	571	نظام جدید	تهران	مرد
دندانپزشکی - دانشگاه علوم پزشکی تبریز - روزانه	1659	573	نظام جدید	تبریز	زن
پزشکی - دانشگاه علوم پزشکی اصفهان - روزانه	1659	573	نظام جدید	اصفهان	زن
پزشکی - دانشگاه علوم پزشکی مشهد - روزانه	1674	579	نظام جدید	مشهد	مرد
پزشکی - دانشگاه علوم پزشکی شیراز - روزانه	1682	582	نظام جدید	شیراز	مرد
پزشکی - دانشگاه آزاد اسلامی واحد تهران پزشکی - دانشگاه آزاد	1690	585	نظام جدید	تهران	مرد
دندانپزشکی - دانشگاه علوم پزشکی قزوین - روزانه	1693	588	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی اصفهان - روزانه	1693	588	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی تبریز - روزانه	1693	588	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی تبریز - روزانه	1704	592	نظام جدید	تبریز	مرد
دندانپزشکی - دانشگاه علوم پزشکی کرج - روزانه	1710	594	نظام جدید	تهران	مرد
دندانپزشکی - دانشگاه علوم پزشکی تبریز - روزانه	1713	595	نظام جدید	تبریز	مرد
دندانپزشکی - دانشگاه آزاد اسلامی واحد تهران پزشکی - دانشگاه آزاد	1747	602	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی مشهد - روزانه	1757	604	نظام جدید	مشهد	مرد
پزشکی - دانشگاه علوم پزشکی شیراز - روزانه	1769	606	نظام جدید	شیراز	مرد
دندانپزشکی - دانشگاه علوم پزشکی تهران - مناطق محروم	1778	609	نظام جدید	تهران	زن
دندانپزشکی - دانشگاه علوم پزشکی شهرکرد - روزانه	1795	610	نظام جدید	اصفهان	زن
پزشکی - دانشگاه علوم پزشکی مشهد - روزانه	1795	610	نظام جدید	مشهد	زن
پزشکی - دانشگاه علوم پزشکی تبریز - روزانه	1808	615	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی کرج - روزانه	1815	618	نظام جدید	تهران	زن
داروسازی - دانشگاه علوم پزشکی تهران - روزانه	1820	621	نظام جدید	شهریار	مرد
پزشکی - دانشگاه علوم پزشکی اصفهان - روزانه	1822	623	نظام جدید	تهران	مرد
داروسازی - دانشگاه علوم پزشکی مشهد - روزانه	1829	625	نظام جدید	مشهد	مرد
دندانپزشکی - دانشگاه آزاد اسلامی واحد تبریز - دانشگاه آزاد	1838	628	نظام جدید	تبریز	زن
پزشکی - دانشگاه علوم پزشکی مشهد - روزانه	1860	635	نظام جدید	مشهد	مرد
دندانپزشکی - دانشگاه علوم پزشکی یزد - روزانه	1874	639	نظام جدید	شیراز	زن
دندانپزشکی - دانشگاه علوم پزشکی همدان - روزانه	1880	641	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی اصفهان - روزانه	1880	641	نظام جدید	اصفهان	مرد
پزشکی - دانشگاه علوم پزشکی کرج - روزانه	1899	648	نظام جدید	تهران	زن
دندانپزشکی - دانشگاه علوم پزشکی تبریز - روزانه	1915	652	نظام جدید	تبریز	زن
پزشکی - دانشگاه علوم پزشکی کرج - روزانه	1921	654	نظام جدید	تهران	مرد
دندانپزشکی - دانشگاه علوم پزشکی ارومیه - روزانه	1925	655	نظام جدید	تبریز	زن
دندانپزشکی - دانشگاه علوم پزشکی گیلان - رشت - روزانه	1928	656	نظام جدید	مشهد	مرد
دندانپزشکی - دانشگاه علوم پزشکی شهرکرد - روزانه	1949	662	نظام جدید	اصفهان	زن
پزشکی - دانشگاه علوم پزشکی اصفهان - روزانه	1953	665	نظام جدید	اصفهان	مرد
دندانپزشکی - دانشگاه علوم پزشکی کرج - روزانه	1960	667	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی مشهد - روزانه	1967	670	نظام جدید	مشهد	مرد
داروسازی - دانشگاه علوم پزشکی شیراز - روزانه	1967	670	نظام جدید	شیراز	زن
دندانپزشکی - دانشگاه آزاد اسلامی واحد تهران پزشکی - دانشگاه آزاد	1972	672	نظام جدید	تهران	زن
دندانپزشکی - دانشگاه علوم پزشکی یزد - روزانه	1990	676	نظام جدید	اصفهان	مرد
پزشکی - دانشگاه علوم پزشکی کرج - روزانه	1994	677	نظام جدید	تهران	مرد
دندانپزشکی - دانشگاه علوم پزشکی شهرکرد - روزانه	1994	677	نظام جدید	اصفهان	مرد
پزشکی - دانشگاه علوم پزشکی شیراز - پردیس خودگردان یا ظرفیت مازاد	2011	682	نظام جدید	شیراز	زن
پزشکی - دانشگاه علوم پزشکی اصفهان - روزانه	2019	687	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی تبریز - روزانه	2056	695	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی اصفهان - روزانه	2061	697	نظام جدید	اصفهان	مرد
پزشکی - دانشگاه علوم پزشکی کرج - روزانه	2068	698	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی مشهد - روزانه	2071	699	نظام جدید	مشهد	زن
داروسازی - دانشگاه علوم پزشکی شهید بهشتی - روزانه	2076	701	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی تبریز - روزانه	2097	705	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی شیراز - پردیس خودگردان یا ظرفیت مازاد	2102	707	نظام جدید	شیراز	مرد
پزشکی - دانشگاه علوم پزشکی اصفهان - روزانه	2105	709	نظام جدید	اصفهان	زن
داروسازی - دانشگاه علوم پزشکی شهید بهشتی - روزانه	2109	711	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی کرج - روزانه	2113	712	نظام جدید	تهران	مرد
دندانپزشکی - دانشگاه آزاد اسلامی واحد تهران پزشکی - دانشگاه آزاد	2118	714	نظام جدید	تهران	مرد
دندانپزشکی - دانشگاه آزاد اسلامی واحد تهران پزشکی - دانشگاه آزاد	2124	717	نظام جدید	تهران	زن
داروسازی - دانشگاه علوم پزشکی ایران - روزانه	2124	717	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی ارومیه - روزانه	2130	719	نظام جدید	تبریز	زن
دندانپزشکی - دانشگاه شاهد-تهران - پردیس خودگردان یا ظرفیت مازاد	2135	721	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی کاشان - روزانه	2147	726	نظام جدید	تهران	مرد
پزشکی - دانشگاه علوم پزشکی مشهد - روزانه	2168	729	نظام جدید	شیراز	زن
دندانپزشکی - دانشگاه علوم پزشکی تبریز - پردیس خودگردان یا ظرفیت مازاد	2168	729	نظام جدید	تبریز	مرد
دندانپزشکی - دانشگاه علوم پزشکی سمنان - روزانه	2172	732	نظام جدید	تهران	زن
دندانپزشکی - دانشگاه علوم پزشکی ارومیه - روزانه	2177	734	نظام جدید	تبریز	مرد
داروسازی - دانشگاه علوم پزشکی ایران - روزانه	2182	737	نظام جدید	تهران	مرد
دندانپزشکی - دانشگاه علوم پزشکی شهرکرد - روزانه	2182	737	نظام جدید	اصفهان	زن
دندانپزشکی - دانشگاه آزاد اسلامی واحد خوراسگان - دانشگاه آزاد	2182	737	نظام جدید	اصفهان	مرد
دندانپزشکی - دانشگاه علوم پزشکی یزد - روزانه	2194	742	نظام جدید	شاهین شهر	زن
پزشکی - دانشگاه علوم پزشکی تبریز - روزانه	2194	742	نظام جدید	بستان آباد	مرد
دندانپزشکی - دانشگاه علوم پزشکی کرج - پردیس خودگردان یا ظرفیت مازاد	2198	744	نظام جدید	تهران	زن
پزشکی - دانشگاه علوم پزشکی مشهد - روزانه	2205	745	نظام جدید	مشهد	مرد
پزشکی - دانشگاه علوم پزشکی تبریز - روزانه	2205	745	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی کرج - روزانه	2209	747	نظام جدید	تهران	مرد
داروسازی - دانشگاه علوم پزشکی تبریز - روزانه	2218	750	نظام جدید	تبریز	مرد
پزشکی - دانشگاه علوم پزشکی کرمان - روزانه	2224	752	نظام جدید	مشهد	مرد
دندانپزشکی - دانشگاه علوم پزشکی گلستان -گرگان - روزانه	2241	753	نظام جدید	مشهد	مرد
